exporter,importer,commodity,mode,year,source,value_usd
Greece,Madagascar,LPG,Sea,2022,UN Comtrade public preview,10.048
Germany,Bulgaria,LPG,Air,2022,UN Comtrade public preview,9.676
Brazil,Portugal,Petrol,Sea,2022,UN Comtrade public preview,11447039617.184
Singapore,Myanmar,Petrol,Sea,2022,UN Comtrade public preview,8014245757.701
Nigeria,Portugal,Petrol,Sea,2022,UN Comtrade public preview,4422490892.192
Saudi Arabia,Brazil,Petrol,Sea,2022,UN Comtrade public preview,4036231360.0
Algeria,Portugal,Petrol,Sea,2022,UN Comtrade public preview,3676861463.664
Azerbaijan,Portugal,Petrol,Sea,2022,UN Comtrade public preview,3458323251.444
Russia,Romania,Petrol,Sea,2022,UN Comtrade public preview,3134410867.08
Oman,Madagascar,Petrol,Sea,2022,UN Comtrade public preview,2807105653.964
Democratic Republic of the Congo,Portugal,Petrol,Sea,2022,UN Comtrade public preview,2646144142.084
Angola,Portugal,Petrol,Sea,2022,UN Comtrade public preview,2514062331.132
Malaysia,Australia,Petrol,Sea,2022,UN Comtrade public preview,2447863117.146
United Arab Emirates,Brazil,Petrol,Sea,2022,UN Comtrade public preview,2326204127.0
Netherlands,Mexico,Petrol,Sea,2022,UN Comtrade public preview,2124257856.0
Malaysia,Brunei,Petrol,Sea,2022,UN Comtrade public preview,1437887936.1179998
Malaysia,Myanmar,Petrol,Sea,2022,UN Comtrade public preview,1413097067.048
Russia,Bulgaria,Petrol,Sea,2022,UN Comtrade public preview,1340658533.382
Nigeria,Brazil,Petrol,Sea,2022,UN Comtrade public preview,1267525705.0
Thailand,Laos,Petrol,Road,2022,UN Comtrade public preview,1255261753.68
Netherlands,Brazil,Petrol,Sea,2022,UN Comtrade public preview,1232702524.0
Russia,Brazil,Petrol,Sea,2022,UN Comtrade public preview,1167510829.0
Brunei,Australia,Petrol,Sea,2022,UN Comtrade public preview,1123404404.3
United Arab Emirates,Brunei,Petrol,Sea,2022,UN Comtrade public preview,1111924035.448
Greece,Montenegro,Petrol,Sea,2022,UN Comtrade public preview,1084197683.0
Greece,North Macedonia,Petrol,Road,2022,UN Comtrade public preview,843638570.48
Russia,Kyrgyzstan,Petrol,Rail,2022,UN Comtrade public preview,804792908.0
Russia,Armenia,Petrol,Rail,2022,UN Comtrade public preview,800467841.08
Angola,Brazil,Petrol,Sea,2022,UN Comtrade public preview,785240050.0
Algeria,Brazil,Petrol,Sea,2022,UN Comtrade public preview,757700080.0
Guyana,Brazil,Petrol,Sea,2022,UN Comtrade public preview,577765703.0
Qatar,Brunei,Petrol,Sea,2022,UN Comtrade public preview,534502709.438
Libya,Australia,Petrol,Sea,2022,UN Comtrade public preview,528555309.193
Argentina,Brazil,Petrol,Sea,2022,UN Comtrade public preview,525605443.0
Vietnam,Australia,Petrol,Sea,2022,UN Comtrade public preview,512037334.509
Gabon,Portugal,Petrol,Sea,2022,UN Comtrade public preview,500868029.584
Equatorial Guinea,Portugal,Petrol,Sea,2022,UN Comtrade public preview,498430159.504
United Arab Emirates,Namibia,Petrol,Sea,2022,UN Comtrade public preview,491474819.74
Spain,Brazil,Petrol,Sea,2022,UN Comtrade public preview,486942549.0
Turkey,Romania,Petrol,Sea,2022,UN Comtrade public preview,455802051.68
Croatia,Montenegro,Petrol,Road,2022,UN Comtrade public preview,440799890.464
Romania,Bulgaria,Petrol,Rail,2022,UN Comtrade public preview,437115525.252
Saudi Arabia,Namibia,Petrol,Sea,2022,UN Comtrade public preview,419001769.226
Kazakhstan,Brunei,Petrol,Sea,2022,UN Comtrade public preview,394708536.106
Saudi Arabia,Brunei,Petrol,Sea,2022,UN Comtrade public preview,393907370.09400004
Papua New Guinea,Brunei,Petrol,Sea,2022,UN Comtrade public preview,369097534.917
Australia,Brunei,Petrol,Sea,2022,UN Comtrade public preview,367787569.642
Japan,Mexico,Petrol,Sea,2022,UN Comtrade public preview,364544269.0
Thailand,Myanmar,Petrol,Road,2022,UN Comtrade public preview,334376958.18
China,Brunei,Petrol,Sea,2022,UN Comtrade public preview,333901089.257
Italy,Romania,Petrol,Sea,2022,UN Comtrade public preview,332308579.04
United Arab Emirates,Madagascar,Petrol,Sea,2022,UN Comtrade public preview,324545454.316
Kuwait,Brazil,Petrol,Sea,2022,UN Comtrade public preview,311011427.0
Saudi Arabia,Burundi,Petrol,Sea,2022,UN Comtrade public preview,308402257.202
Canada,Portugal,Petrol,Sea,2022,UN Comtrade public preview,304835967.704
China,Mexico,Petrol,Sea,2022,UN Comtrade public preview,300605462.0
Nigeria,Australia,Petrol,Sea,2022,UN Comtrade public preview,269524967.912
Singapore,Madagascar,Petrol,Sea,2022,UN Comtrade public preview,260531970.548
Hungary,Romania,Petrol,Rail,2022,UN Comtrade public preview,255631780.56
United Arab Emirates,Australia,Petrol,Sea,2022,UN Comtrade public preview,252498515.389
Algeria,Australia,Petrol,Sea,2022,UN Comtrade public preview,252151995.728
Azerbaijan,Australia,Petrol,Sea,2022,UN Comtrade public preview,251889545.553
Russia,Australia,Petrol,Sea,2022,UN Comtrade public preview,248627108.412
United Arab Emirates,Burundi,Petrol,Sea,2022,UN Comtrade public preview,238379856.854
South Korea,Mexico,Petrol,Sea,2022,UN Comtrade public preview,234931615.0
Bulgaria,Romania,Petrol,Rail,2022,UN Comtrade public preview,226353490.32
Russia,Brunei,Petrol,Sea,2022,UN Comtrade public preview,223642593.775
New Zealand,Australia,Petrol,Sea,2022,UN Comtrade public preview,222355746.04
Germany,Romania,Petrol,Road,2022,UN Comtrade public preview,202985697.54
Iraq,Brunei,Petrol,Sea,2022,UN Comtrade public preview,201263863.744
Netherlands,Cabo Verde,Petrol,Sea,2022,UN Comtrade public preview,194487179.13
Italy,Namibia,Petrol,Sea,2022,UN Comtrade public preview,189322318.78899997
United Arab Emirates,Cabo Verde,Petrol,Sea,2022,UN Comtrade public preview,187760771.479
Greece,Bulgaria,Petrol,Road,2022,UN Comtrade public preview,174852454.572
Colombia,Brunei,Petrol,Sea,2022,UN Comtrade public preview,168010056.01
Indonesia,Australia,Petrol,Sea,2022,UN Comtrade public preview,146501192.57
Singapore,Brunei,Petrol,Sea,2022,UN Comtrade public preview,138520843.733
Spain,Mexico,Petrol,Sea,2022,UN Comtrade public preview,136866840.0
Kuwait,Madagascar,Petrol,Sea,2022,UN Comtrade public preview,134987937.876
Togo,Brazil,Petrol,Sea,2022,UN Comtrade public preview,132019356.0
Bahrain,Namibia,Petrol,Sea,2022,UN Comtrade public preview,129045572.372
Qatar,Namibia,Petrol,Sea,2022,UN Comtrade public preview,127938109.436
Oman,Namibia,Petrol,Sea,2022,UN Comtrade public preview,124279054.01
Philippines,Brunei,Petrol,Sea,2022,UN Comtrade public preview,122839945.483
Greece,North Macedonia,Petrol,Rail,2022,UN Comtrade public preview,120832981.52
Qatar,Madagascar,Petrol,Sea,2022,UN Comtrade public preview,115456813.86
Bahrain,Brazil,Petrol,Sea,2022,UN Comtrade public preview,112252632.0
Portugal,Cabo Verde,Petrol,Sea,2022,UN Comtrade public preview,111897190.66
Greece,Armenia,Petrol,Rail,2022,UN Comtrade public preview,110411245.9
Bulgaria,North Macedonia,Petrol,Road,2022,UN Comtrade public preview,104204428.81
Greece,Romania,Petrol,Sea,2022,UN Comtrade public preview,101944201.48
United Kingdom,Brazil,Petrol,Sea,2022,UN Comtrade public preview,100069341.0
Switzerland,Namibia,Petrol,Sea,2022,UN Comtrade public preview,96255220.23
Oman,Brazil,Petrol,Sea,2022,UN Comtrade public preview,92327855.0
South Africa,Namibia,Petrol,Road,2022,UN Comtrade public preview,90748798.46
Italy,Romania,Petrol,Road,2022,UN Comtrade public preview,89458120.06
Canada,Mexico,Petrol,Sea,2022,UN Comtrade public preview,87334949.0
Peru,Brazil,Petrol,Sea,2022,UN Comtrade public preview,84927406.0
Qatar,Brazil,Petrol,Sea,2022,UN Comtrade public preview,84424126.0
Netherlands,Romania,Petrol,Road,2022,UN Comtrade public preview,84354467.12
Romania,Bulgaria,Petrol,Road,2022,UN Comtrade public preview,84264463.279
Netherlands,Namibia,Petrol,Sea,2022,UN Comtrade public preview,79092305.776
Israel,Romania,Petrol,Sea,2022,UN Comtrade public preview,72771484.62
Germany,Brazil,Petrol,Sea,2022,UN Comtrade public preview,72135056.0
Vietnam,Brunei,Petrol,Sea,2022,UN Comtrade public preview,71331717.232
Serbia,Bulgaria,Petrol,Rail,2022,UN Comtrade public preview,70307654.33
Vietnam,Laos,Petrol,Road,2022,UN Comtrade public preview,69944104.09
Singapore,Brazil,Petrol,Sea,2022,UN Comtrade public preview,69235905.0
South Korea,Brazil,Petrol,Sea,2022,UN Comtrade public preview,68442015.0
Italy,Mexico,Petrol,Sea,2022,UN Comtrade public preview,66266251.0
Serbia,Romania,Petrol,Rail,2022,UN Comtrade public preview,63118025.74
Portugal,Brazil,Petrol,Sea,2022,UN Comtrade public preview,57456797.0
Pakistan,Australia,Petrol,Sea,2022,UN Comtrade public preview,56039473.766
Tunisia,Namibia,Petrol,Sea,2022,UN Comtrade public preview,56010518.926
Egypt,Romania,Petrol,Sea,2022,UN Comtrade public preview,55020441.24
Italy,Bulgaria,Petrol,Sea,2022,UN Comtrade public preview,54161973.396
Germany,Bulgaria,Petrol,Road,2022,UN Comtrade public preview,52931713.342
Togo,Namibia,Petrol,Sea,2022,UN Comtrade public preview,52030421.788
Malaysia,Cabo Verde,Petrol,Sea,2022,UN Comtrade public preview,51606464.698
Malaysia,Brazil,Petrol,Sea,2022,UN Comtrade public preview,50408747.0
China,Brazil,Petrol,Sea,2022,UN Comtrade public preview,48177209.0
South Africa,Madagascar,Petrol,Sea,2022,UN Comtrade public preview,47828725.176
Hungary,Romania,Petrol,Road,2022,UN Comtrade public preview,47699748.8
United Arab Emirates,Myanmar,Petrol,Sea,2022,UN Comtrade public preview,47605254.636
Singapore,Mexico,Petrol,Sea,2022,UN Comtrade public preview,45178327.0
Estonia,Namibia,Petrol,Sea,2022,UN Comtrade public preview,44278672.843
Guinea,Brunei,Petrol,Sea,2022,UN Comtrade public preview,43033812.381
Serbia,Romania,Petrol,Road,2022,UN Comtrade public preview,42560759.2
Bahamas,Brazil,Petrol,Sea,2022,UN Comtrade public preview,42096860.0
Malta,Romania,Petrol,Sea,2022,UN Comtrade public preview,39726112.2
Malaysia,Mexico,Petrol,Sea,2022,UN Comtrade public preview,39631801.0
Poland,Romania,Petrol,Road,2022,UN Comtrade public preview,39153947.12
Thailand,Myanmar,Petrol,Sea,2022,UN Comtrade public preview,39127197.734
Russia,Romania,Petrol,Road,2022,UN Comtrade public preview,37741791.5
South Africa,Namibia,Petrol,Sea,2022,UN Comtrade public preview,37358975.32
Slovakia,Romania,Petrol,Rail,2022,UN Comtrade public preview,37083217.72
Angola,Australia,Petrol,Sea,2022,UN Comtrade public preview,37072616.886
Germany,Mexico,Petrol,Sea,2022,UN Comtrade public preview,36225052.0
Bulgaria,Romania,Petrol,Road,2022,UN Comtrade public preview,35914790.08
Sweden,Mexico,Petrol,Sea,2022,UN Comtrade public preview,33135219.0
Sweden,Brazil,Petrol,Sea,2022,UN Comtrade public preview,32800096.0
Latvia,Brazil,Petrol,Sea,2022,UN Comtrade public preview,32209317.0
Kuwait,Cabo Verde,Petrol,Sea,2022,UN Comtrade public preview,31638243.324
South Korea,Brunei,Petrol,Sea,2022,UN Comtrade public preview,31340874.882
Austria,Romania,Petrol,Rail,2022,UN Comtrade public preview,30451407.08
United Kingdom,Mexico,Petrol,Sea,2022,UN Comtrade public preview,29009538.0
Democratic Republic of the Congo,Cabo Verde,Petrol,Sea,2022,UN Comtrade public preview,27877119.565
Singapore,Laos,Petrol,Road,2022,UN Comtrade public preview,27481710.11
Italy,Bulgaria,Petrol,Road,2022,UN Comtrade public preview,25736235.364
Thailand,Myanmar,Petrol,Air,2022,UN Comtrade public preview,24128745.8
Italy,Cabo Verde,Petrol,Sea,2022,UN Comtrade public preview,24059552.162
Egypt,Armenia,Petrol,Rail,2022,UN Comtrade public preview,23235475.2
Austria,Romania,Petrol,Road,2022,UN Comtrade public preview,23076343.24
Turkey,Romania,Petrol,Road,2022,UN Comtrade public preview,22902878.78
Angola,Cabo Verde,Petrol,Sea,2022,UN Comtrade public preview,22350353.396
Turkey,Bulgaria,Petrol,Road,2022,UN Comtrade public preview,21843724.332
Georgia,Romania,Petrol,Sea,2022,UN Comtrade public preview,21780617.28
Mexico,Brazil,Petrol,Sea,2022,UN Comtrade public preview,21563756.0
China,Myanmar,Petrol,Air,2022,UN Comtrade public preview,20882065.44
Bulgaria,Romania,Petrol,Sea,2022,UN Comtrade public preview,20812895.08
South Korea,Myanmar,Petrol,Sea,2022,UN Comtrade public preview,19661058.88
Slovenia,Romania,Petrol,Road,2022,UN Comtrade public preview,19356774.56
Turkey,Armenia,Petrol,Rail,2022,UN Comtrade public preview,18279495.36
Egypt,Madagascar,Petrol,Sea,2022,UN Comtrade public preview,17965646.28
Slovakia,Romania,Petrol,Road,2022,UN Comtrade public preview,17831507.2
Italy,Montenegro,Petrol,Road,2022,UN Comtrade public preview,16556588.156
Finland,Brazil,Petrol,Sea,2022,UN Comtrade public preview,16487103.0
Indonesia,Myanmar,Petrol,Sea,2022,UN Comtrade public preview,16440596.56
United Arab Emirates,Burundi,Petrol,Road,2022,UN Comtrade public preview,16327888.242
Kazakhstan,Kyrgyzstan,Petrol,Rail,2022,UN Comtrade public preview,15675976.0
Spain,Romania,Petrol,Road,2022,UN Comtrade public preview,15637820.46
Germany,Romania,Petrol,Rail,2022,UN Comtrade public preview,15240824.38
Singapore,Namibia,Petrol,Sea,2022,UN Comtrade public preview,14880158.859000001
Russia,Bulgaria,Petrol,Rail,2022,UN Comtrade public preview,14789835.82
Poland,Bulgaria,Petrol,Road,2022,UN Comtrade public preview,14336941.286
Iran,Myanmar,Petrol,Sea,2022,UN Comtrade public preview,14102778.6
Germany,Montenegro,Petrol,Road,2022,UN Comtrade public preview,13862232.73
Latvia,Namibia,Petrol,Sea,2022,UN Comtrade public preview,13770819.994
Mozambique,Namibia,Petrol,Sea,2022,UN Comtrade public preview,13560739.534
Turkey,Bulgaria,Petrol,Sea,2022,UN Comtrade public preview,13468900.952
Slovakia,Romania,Petrol,Sea,2022,UN Comtrade public preview,12807095.3
Saudi Arabia,North Macedonia,Petrol,Road,2022,UN Comtrade public preview,12194220.32
Austria,Bulgaria,Petrol,Road,2022,UN Comtrade public preview,12003337.317
Singapore,Myanmar,Petrol,Air,2022,UN Comtrade public preview,11802761.4
Russia,North Macedonia,Petrol,Road,2022,UN Comtrade public preview,11378338.99
Netherlands,Romania,Petrol,Sea,2022,UN Comtrade public preview,11109634.1
Czechia,Romania,Petrol,Road,2022,UN Comtrade public preview,11006394.66
Malaysia,Namibia,Petrol,Sea,2022,UN Comtrade public preview,10980695.162
Serbia,Montenegro,Petrol,Road,2022,UN Comtrade public preview,10979863.124
Russia,Armenia,Petrol,Road,2022,UN Comtrade public preview,10816359.64
Guatemala,Belize,Petrol,Sea,2022,UN Comtrade public preview,10641608.218
Hungary,Romania,Petrol,Sea,2022,UN Comtrade public preview,10245375.5
Slovenia,Bulgaria,Petrol,Road,2022,UN Comtrade public preview,9898500.868
Guatemala,Belize,Petrol,Road,2022,UN Comtrade public preview,9873389.81
Malaysia,Myanmar,Petrol,Air,2022,UN Comtrade public preview,9788312.368
Greece,Romania,Petrol,Road,2022,UN Comtrade public preview,9708352.7
Turkey,North Macedonia,Petrol,Road,2022,UN Comtrade public preview,9644110.87
Argentina,Brazil,Petrol,Road,2022,UN Comtrade public preview,8791346.0
Russia,Romania,Petrol,Rail,2022,UN Comtrade public preview,8589462.96
Romania,Armenia,Petrol,Rail,2022,UN Comtrade public preview,8574551.24
Bulgaria,Montenegro,Petrol,Road,2022,UN Comtrade public preview,8367584.004
Russia,Kyrgyzstan,Petrol,Road,2022,UN Comtrade public preview,8305956.0
Greece,Brazil,Petrol,Sea,2022,UN Comtrade public preview,8018727.0
Albania,Montenegro,Petrol,Road,2022,UN Comtrade public preview,7539241.12
Hungary,Bulgaria,Petrol,Road,2022,UN Comtrade public preview,7178646.75
Serbia,Bulgaria,Petrol,Road,2022,UN Comtrade public preview,6840823.02
Japan,Brazil,Petrol,Sea,2022,UN Comtrade public preview,6573350.0
Serbia,North Macedonia,Petrol,Road,2022,UN Comtrade public preview,6299169.49
United Kingdom,Romania,Petrol,Road,2022,UN Comtrade public preview,6263437.54
Saudi Arabia,Namibia,Petrol,Road,2022,UN Comtrade public preview,6260444.468
Italy,North Macedonia,Petrol,Road,2022,UN Comtrade public preview,6170739.02
South Korea,Myanmar,Petrol,Air,2022,UN Comtrade public preview,5507675.0
South Korea,Madagascar,Petrol,Sea,2022,UN Comtrade public preview,5249069.024
Marshall Islands,Namibia,Petrol,Sea,2022,UN Comtrade public preview,5198035.066
Netherlands,Bulgaria,Petrol,Road,2022,UN Comtrade public preview,5169226.69
Kazakhstan,Kyrgyzstan,Petrol,Road,2022,UN Comtrade public preview,5071891.0
Oman,Burundi,Petrol,Sea,2022,UN Comtrade public preview,5015338.398
Colombia,Mexico,Petrol,Sea,2022,UN Comtrade public preview,4827921.0
Lithuania,Romania,Petrol,Road,2022,UN Comtrade public preview,4694047.5
Italy,Brazil,Petrol,Sea,2022,UN Comtrade public preview,4542233.0
Greece,Montenegro,Petrol,Road,2022,UN Comtrade public preview,4484107.486
Israel,North Macedonia,Petrol,Road,2022,UN Comtrade public preview,4395799.75
Poland,Brazil,Petrol,Sea,2022,UN Comtrade public preview,4306564.0
Uzbekistan,Kyrgyzstan,Petrol,Road,2022,UN Comtrade public preview,4122341.0
Uzbekistan,Kyrgyzstan,Petrol,Rail,2022,UN Comtrade public preview,4029067.0
Spain,Montenegro,Petrol,Road,2022,UN Comtrade public preview,4004984.556
Germany,North Macedonia,Petrol,Road,2022,UN Comtrade public preview,3960305.82
China,Myanmar,Petrol,Sea,2022,UN Comtrade public preview,3835798.608
Turkey,Kyrgyzstan,Petrol,Rail,2022,UN Comtrade public preview,3706681.0
Kazakhstan,Kyrgyzstan,Petrol,Air,2022,UN Comtrade public preview,3639698.0
South Korea,Kyrgyzstan,Petrol,Rail,2022,UN Comtrade public preview,3557290.0
Estonia,Romania,Petrol,Road,2022,UN Comtrade public preview,3514387.68
Belarus,Kyrgyzstan,Petrol,Rail,2022,UN Comtrade public preview,3346427.0
Sweden,Romania,Petrol,Road,2022,UN Comtrade public preview,3307730.06
Morocco,Cabo Verde,Petrol,Sea,2022,UN Comtrade public preview,3182321.829
Austria,Montenegro,Petrol,Road,2022,UN Comtrade public preview,3085217.062
Canada,Brazil,Petrol,Sea,2022,UN Comtrade public preview,3075224.0
Canada,Mexico,Petrol,Rail,2022,UN Comtrade public preview,3016975.0
El Salvador,Belize,Petrol,Road,2022,UN Comtrade public preview,3008629.88
Turkey,Kyrgyzstan,Petrol,Road,2022,UN Comtrade public preview,2979113.0
United Arab Emirates,Namibia,Petrol,Road,2022,UN Comtrade public preview,2897242.674
Lithuania,Bulgaria,Petrol,Road,2022,UN Comtrade public preview,2864473.21
Romania,Bulgaria,Petrol,Sea,2022,UN Comtrade public preview,2830746.748
Angola,Namibia,Petrol,Sea,2022,UN Comtrade public preview,2786164.602
United Arab Emirates,Romania,Petrol,Sea,2022,UN Comtrade public preview,2650722.16
Portugal,Romania,Petrol,Road,2022,UN Comtrade public preview,2650055.3
Romania,Montenegro,Petrol,Road,2022,UN Comtrade public preview,2577423.234
Japan,Myanmar,Petrol,Sea,2022,UN Comtrade public preview,2559564.2
Germany,Kyrgyzstan,Petrol,Rail,2022,UN Comtrade public preview,2497540.0
Germany,Kyrgyzstan,Petrol,Road,2022,UN Comtrade public preview,2457290.0
United Kingdom,Namibia,Petrol,Sea,2022,UN Comtrade public preview,2444225.888
China,Laos,Petrol,Road,2022,UN Comtrade public preview,2423365.23
Singapore,Cabo Verde,Petrol,Sea,2022,UN Comtrade public preview,2379946.86
Hungary,Bulgaria,Petrol,Rail,2022,UN Comtrade public preview,2331231.032
Romania,North Macedonia,Petrol,Road,2022,UN Comtrade public preview,2289597.28
Germany,Madagascar,Petrol,Sea,2022,UN Comtrade public preview,2278271.108
South Korea,Mexico,Petrol,Rail,2022,UN Comtrade public preview,2240886.0
Russia,Bulgaria,Petrol,Road,2022,UN Comtrade public preview,2225147.714
Iran,Bulgaria,Petrol,Road,2022,UN Comtrade public preview,2174617.154
Vietnam,Myanmar,Petrol,Sea,2022,UN Comtrade public preview,2131803.02
Turkey,Montenegro,Petrol,Road,2022,UN Comtrade public preview,2083737.79
United Arab Emirates,Myanmar,Petrol,Air,2022,UN Comtrade public preview,2065271.5
Hong Kong,Brunei,Petrol,Sea,2022,UN Comtrade public preview,2054264.37
Germany,Mexico,Petrol,Air,2022,UN Comtrade public preview,2031167.0
Turkey,Madagascar,Petrol,Sea,2022,UN Comtrade public preview,1986272.296
Bosnia and Herzegovina,Montenegro,Petrol,Road,2022,UN Comtrade public preview,1954554.162
Croatia,Romania,Petrol,Road,2022,UN Comtrade public preview,1952410.08
Germany,Brazil,Petrol,Air,2022,UN Comtrade public preview,1925580.0
Latvia,Romania,Petrol,Road,2022,UN Comtrade public preview,1908653.1400000001
Czechia,Bulgaria,Petrol,Road,2022,UN Comtrade public preview,1904566.756
Belarus,Armenia,Petrol,Road,2022,UN Comtrade public preview,1831952.4
Saudi Arabia,Montenegro,Petrol,Road,2022,UN Comtrade public preview,1777634.22
Spain,Bulgaria,Petrol,Road,2022,UN Comtrade public preview,1765985.914
Tanzania,Burundi,Petrol,Road,2022,UN Comtrade public preview,1689500.782
Netherlands,Madagascar,Petrol,Sea,2022,UN Comtrade public preview,1670276.604
Malaysia,Laos,Petrol,Road,2022,UN Comtrade public preview,1623742.67
Turkmenistan,Kyrgyzstan,Petrol,Rail,2022,UN Comtrade public preview,1621980.0
Armenia,Kyrgyzstan,Petrol,Rail,2022,UN Comtrade public preview,1604557.0
Mexico,Belize,Petrol,Road,2022,UN Comtrade public preview,1510236.67
Thailand,Brunei,Petrol,Sea,2022,UN Comtrade public preview,1508325.426
Germany,Myanmar,Petrol,Sea,2022,UN Comtrade public preview,1473975.82
South Korea,Burundi,Petrol,Sea,2022,UN Comtrade public preview,1471820.1
Turkey,Bulgaria,Petrol,Rail,2022,UN Comtrade public preview,1465731.366
Slovenia,Montenegro,Petrol,Road,2022,UN Comtrade public preview,1457403.296
Hungary,North Macedonia,Petrol,Road,2022,UN Comtrade public preview,1446127.21
Spain,Romania,Petrol,Sea,2022,UN Comtrade public preview,1441755.76
Hong Kong,Brazil,Petrol,Sea,2022,UN Comtrade public preview,1296656.0
Iraq,Bulgaria,Petrol,Road,2022,UN Comtrade public preview,1249538.156
Germany,Brunei,Petrol,Sea,2022,UN Comtrade public preview,1240089.244
Botswana,Namibia,Petrol,Road,2022,UN Comtrade public preview,1238117.612
Russia,Montenegro,Petrol,Road,2022,UN Comtrade public preview,1229397.852
Latvia,Bulgaria,Petrol,Road,2022,UN Comtrade public preview,1226221.652
Tanzania,Burundi,Petrol,Sea,2022,UN Comtrade public preview,1219044.256
Egypt,Bulgaria,Petrol,Sea,2022,UN Comtrade public preview,1204045.922
Thailand,Brazil,Petrol,Sea,2022,UN Comtrade public preview,1109612.0
Finland,Mexico,Petrol,Sea,2022,UN Comtrade public preview,1063098.0
South Korea,Bulgaria,Petrol,Sea,2022,UN Comtrade public preview,1052003.74
Netherlands,Kyrgyzstan,Petrol,Rail,2022,UN Comtrade public preview,1030412.0
Kazakhstan,Brazil,Petrol,Sea,2022,UN Comtrade public preview,1009333.0
Estonia,Belize,Petrol,Road,2022,UN Comtrade public preview,1005222.83
North Macedonia,Bulgaria,Petrol,Road,2022,UN Comtrade public preview,999534.617
Japan,Romania,Petrol,Sea,2022,UN Comtrade public preview,992739.3200000001
Kuwait,Burundi,Petrol,Sea,2022,UN Comtrade public preview,992467.588
Slovenia,North Macedonia,Petrol,Road,2022,UN Comtrade public preview,973244.78
China,Myanmar,Petrol,Road,2022,UN Comtrade public preview,965341.196
Vietnam,Myanmar,Petrol,Air,2022,UN Comtrade public preview,939311.68
Netherlands,North Macedonia,Petrol,Road,2022,UN Comtrade public preview,924636.26
Hungary,Montenegro,Petrol,Road,2022,UN Comtrade public preview,881216.604
Moldova,Bulgaria,Petrol,Road,2022,UN Comtrade public preview,876002.092
Poland,North Macedonia,Petrol,Road,2022,UN Comtrade public preview,875791.16
China,Montenegro,Petrol,Road,2022,UN Comtrade public preview,849000.494
Turkey,Brazil,Petrol,Sea,2022,UN Comtrade public preview,844138.0
Greece,Namibia,Petrol,Sea,2022,UN Comtrade public preview,840804.65
Slovakia,North Macedonia,Petrol,Road,2022,UN Comtrade public preview,818811.61
Spain,North Macedonia,Petrol,Road,2022,UN Comtrade public preview,803580.39
Croatia,Bulgaria,Petrol,Road,2022,UN Comtrade public preview,792767.572
Germany,Armenia,Petrol,Road,2022,UN Comtrade public preview,790741.92
Azerbaijan,Bulgaria,Petrol,Sea,2022,UN Comtrade public preview,787730.322
Japan,Brazil,Petrol,Air,2022,UN Comtrade public preview,776143.0
Germany,Namibia,Petrol,Road,2022,UN Comtrade public preview,774845.515
Thailand,Kyrgyzstan,Petrol,Rail,2022,UN Comtrade public preview,752638.0
Latvia,Bulgaria,Petrol,Sea,2022,UN Comtrade public preview,746797.954
Switzerland,Brazil,Petrol,Sea,2022,UN Comtrade public preview,745875.0
Ukraine,Bulgaria,Petrol,Road,2022,UN Comtrade public preview,725515.706
Hong Kong,Myanmar,Petrol,Sea,2022,UN Comtrade public preview,710974.8
Sweden,Bulgaria,Petrol,Road,2022,UN Comtrade public preview,710517.922
Poland,Montenegro,Petrol,Road,2022,UN Comtrade public preview,698375.296
Ukraine,Romania,Petrol,Road,2022,UN Comtrade public preview,694939.4
Japan,Mexico,Petrol,Air,2022,UN Comtrade public preview,656505.0
United Arab Emirates,Madagascar,Petrol,Air,2022,UN Comtrade public preview,649054.896
South Africa,Burundi,Petrol,Sea,2022,UN Comtrade public preview,643044.658
China,Kyrgyzstan,Petrol,Road,2022,UN Comtrade public preview,624941.0
Slovakia,Bulgaria,Petrol,Road,2022,UN Comtrade public preview,620551.658
Turkey,Armenia,Petrol,Road,2022,UN Comtrade public preview,600107.42
Sweden,Namibia,Petrol,Sea,2022,UN Comtrade public preview,599964.1869999999
Netherlands,Montenegro,Petrol,Road,2022,UN Comtrade public preview,597180.82
Azerbaijan,Kyrgyzstan,Petrol,Rail,2022,UN Comtrade public preview,583161.0
Iraq,Brazil,Petrol,Sea,2022,UN Comtrade public preview,578436.0
Israel,Brazil,Petrol,Sea,2022,UN Comtrade public preview,577242.0
Croatia,North Macedonia,Petrol,Road,2022,UN Comtrade public preview,574348.56
Australia,Myanmar,Petrol,Sea,2022,UN Comtrade public preview,569750.4
Germany,Namibia,Petrol,Sea,2022,UN Comtrade public preview,563837.038
Angola,Sao Tome and Principe,Petrol,Air,2022,UN Comtrade public preview,563835.28
Japan,Namibia,Petrol,Road,2022,UN Comtrade public preview,559653.372
South Korea,Laos,Petrol,Road,2022,UN Comtrade public preview,556440.17
Japan,Kyrgyzstan,Petrol,Road,2022,UN Comtrade public preview,548390.0
Israel,Bulgaria,Petrol,Sea,2022,UN Comtrade public preview,536701.054
Slovakia,Montenegro,Petrol,Road,2022,UN Comtrade public preview,531879.752
Finland,Armenia,Petrol,Road,2022,UN Comtrade public preview,525478.46
Cambodia,Myanmar,Petrol,Air,2022,UN Comtrade public preview,521728.72
Switzerland,Bulgaria,Petrol,Road,2022,UN Comtrade public preview,498708.25
Denmark,Namibia,Petrol,Sea,2022,UN Comtrade public preview,485289.896
Turkey,Mexico,Petrol,Sea,2022,UN Comtrade public preview,474867.0
